i:ID,i:DID,i:Sort Order,s:Name,i:Source Unit DID,i:Partner Unit DID,s:Target Type,i:Target DID,i:Duration,i:Reward Gold,i:Reward Special DID,i:Reward Special Amount,i:Reward XP,s:Paytable Reward Icon,i:Min Level,i:Repeatable,i:Hidden Until Unlocked,i:Quest Unlock DID,i:Quest Relock DID,i:Quest Re-Unlock DID,i:Active During Quest DID,i:Micro Event DID,i:Event Only,i:Source Unit Required Costume,i:Partner Required Costume,s:Source Unit Display State Walk,s:Partner Display State Walk,s:Source Unit Display State Idle,s:Partner Display State Idle,f:Wander Time,f:Idle Time,s:Movement Type,f:Movement Speed,s:Target Display State,i:Position Offset from Target X,i:Position Offset from Target Y,i:Partner Position Offset from Target X,i:Partner Position Offset from Target Y,i:Source Facing,i:Partner Facing,s:Reward Thought Icon,s:Start VO,s:Finish VO,s:Start Sound,s:Finish Sound
79,215,3600,!!TASK_SB_GALA_TICKETS,1,-1,building,1015,3600,40,-1,-1,10,n/a,1,0,1,-1,-1,-1,2628,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
80,216,7200,!!TASK_SB_HIDE_THEATER,1,-1,building,1007,7200,50,-1,-1,11,n/a,1,0,1,-1,-1,-1,2630,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
81,229,1200,!!TASK_SB_WAITER_BOOK,1,-1,building,1018,1200,18,-1,-1,7,n/a,1,1,1,-1,-1,-1,2712,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
82,228,14400,!!TASK_SB_EMPTY_MIND,1,-1,building,1018,14400,65,-1,-1,14,n/a,1,1,1,-1,-1,-1,2714,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
83,230,3600,!!TASK_SB_REMEMBER_NAME,1,-1,building,1018,3600,40,-1,-1,10,n/a,1,1,1,-1,-1,-1,2720,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
84,435,7200,!!TASK_SB_ENJOY_COCOA,1,-1,building,1015,7200,50,-1,-1,11,n/a,1,1,1,2800,2826,-1,-1,-1,0,10,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
85,437,7200,!!TASK_SB_ENJOY_COCOA,1,-1,building,1015,7200,50,-1,-1,11,n/a,1,1,1,2800,2826,-1,-1,-1,0,11,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
86,325,7200,!!TASK_SB_FIND_DECOS_ATTIC,1,-1,building,1015,7200,50,-1,-1,11,n/a,1,0,1,-1,-1,-1,2800,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
87,336,14400,!!TASK_SB_SPREAD_SPIRIT,1,-1,n/a,-1,14400,65,-1,-1,14,n/a,1,0,1,-1,-1,-1,2816,-1,0,10,-1,walk_xmas_hat,n/a,idle,n/a,-1,-1,wander,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
88,328,36000,!!TASK_SB_SECRET_IDEA,1,-1,building,1015,36000,85,-1,-1,26,n/a,1,0,1,-1,-1,-1,2820,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
89,329,86400,!!TASK_SB_CRAFT_GIFT_SQUID,1,-1,building,1015,86400,120,-1,-1,30,n/a,1,0,1,-1,-1,-1,2834,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
90,327,21600,!!TASK_SB_FETCH_GIFT_SQUID,1,-1,building,1015,21600,70,-1,-1,18,n/a,1,0,1,-1,-1,-1,2836,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
91,337,14400,!!TASK_SB_SPREAD_SPIRIT,1,-1,n/a,-1,14400,65,-1,-1,14,n/a,1,1,1,-1,-1,-1,2842,-1,0,1,-1,walk_xmas_hat,n/a,idle,n/a,-1,-1,wander,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
92,326,14400,!!TASK_SB_SPREAD_SPIRIT,1,-1,n/a,-1,14400,65,-1,-1,14,n/a,1,0,1,-1,-1,-1,2850,-1,0,10,-1,walk_xmas_hat,n/a,idle,n/a,-1,-1,wander,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
93,233,1800,!!TASK_ALL_WATCH_MM_EPISODE,1,-1,building,1015,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
94,458,7200,!!TASK_ALL_VDAY_LOAD_BOXES,1,-1,building,20624,7200,-1,57,50,11,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
95,234,7200,!!TASK_ALL_FANCY_FEAST_KK,1,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
96,459,14400,!!TASK_ALL_VDAY_SOLDER_SWEET_NOTHINGS,1,-1,building,20624,14400,-1,57,65,14,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
97,460,86400,!!TASK_ALL_VDAY_FORKLIFT_GIRDERS,1,-1,building,20624,86400,-1,57,120,30,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
98,139,300,!!TASK_PATRICK_THINK,2,-1,n/a,-1,300,11,-1,-1,5,n/a,1,1,1,-1,-1,-1,-1,-1,0,6,-1,walk,n/a,idle_idea,n/a,-1,8,wander,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
99,874,3600,!!TASK_PATRICK_CHECK_ICECREAM_STASH,2,-1,building,23000,3600,40,-1,-1,10,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
100,582,7200,!!TASK_PATRICK_BOAT_TEST_WRITTEN,2,-1,building,20900,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
101,203,7200,!!TASK_PATRICK_WATCH_MM_MOVIE,2,-1,building,1007,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
102,877,7200,!!TASK_PATRICK_DUNK_WHOLE_STACK,2,-1,building,9044,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
103,140,14400,!!TASK_PATRICK_REMODEL,2,-1,building,1017,14400,65,-1,-1,14,n/a,1,1,1,-1,-1,-1,-1,-1,0,6,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,P_ILeftWaterRunning,SB_Sweet,SeedshopSelect,SeedshopSelect
104,591,14400,!!TASK_PATRICK_TIDY_UP,2,-1,building,1017,14400,65,-1,-1,14,n/a,1,1,1,-1,-1,-1,-1,-1,0,6,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
105,875,14400,!!TASK_PATRICK_MELT_FORT_BREATHING,2,-1,building,23000,14400,65,-1,-1,14,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
106,583,21600,!!TASK_PATRICK_GOOF_AROUND_KK,2,-1,building,1018,21600,70,-1,-1,18,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
107,207,21600,!!TASK_PATRICK_AID_POLICE,2,-1,building,1004,21600,70,-1,-1,18,n/a,1,1,1,-1,-1,-1,-1,-1,0,6,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
108,141,36000,!!TASK_PATRICK_DO_NOTHING,2,-1,building,1017,36000,85,-1,-1,26,n/a,1,1,1,-1,-1,-1,-1,-1,0,6,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,P_ILoveYou,SB_Sweet,SeedshopSelect,SeedshopSelect
109,596,43200,!!TASK_PATRICK_RESIST_PRESSURE,2,-1,building,21001,43200,90,-1,-1,28,n/a,1,1,1,-1,-1,-1,-1,-1,0,6,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
110,212,86400,!!TASK_PATRICK_WATCH_MM_MARATHON,2,-1,building,1017,86400,120,-1,-1,30,n/a,1,1,1,-1,-1,-1,-1,-1,0,6,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
111,608,3600,!!TASK_PATRICK_SANDY_ROCKET,2,-1,building,22000,3600,40,-1,-1,10,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
112,293,300,!!TASK_PATRICK_CHASE_EVIL,2,-1,n/a,-1,300,11,-1,-1,5,n/a,1,1,1,-1,-1,-1,-1,-1,0,7,-1,walk,n/a,idle_bb,n/a,2,6,wander,30,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
113,295,5,!!TASK_ALL_LAUNCH_XMAS_WISH,2,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,-1,0,12,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
114,440,7200,!!TASK_PAT_ENJOY_COCOA,2,-1,building,1017,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,12,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
115,339,7200,!!TASK_PAT_SPREAD SPIRIT,2,-1,n/a,-1,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,12,-1,walk,n/a,idle_tree_dance,n/a,3,5,wander,30,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
116,343,7200,!!TASK_ALL_BROWSE_GOODIES,2,-1,building,9046,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,12,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
117,344,7200,!!TASK_ALL_WATCH_HOLIDAY_TV,2,-1,building,1017,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,12,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
118,345,7200,!!TASK_ALL_ENJOY_TIME_OFF,2,-1,building,1017,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,12,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
119,876,28800,!!TASK_PATRICK_PRETEND_TREE,2,-1,building,9042,28800,80,-1,-1,22,n/a,1,1,1,-1,-1,-1,-1,-1,0,12,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
120,614,1800,!!TASK_PATRICK_SHOP_PRESERVATIVES,2,-1,building,1021,1800,20,-1,-1,8,n/a,1,1,1,-1,-1,-1,-1,-1,0,26,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
121,615,3600,!!TASK_PATRICK_SPARE_GAUZE,2,-1,building,1010,3600,40,-1,-1,10,n/a,1,1,1,-1,-1,-1,-1,-1,0,26,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
122,616,7200,!!TASK_PATRICK_FRY_PHARAOH,2,-1,building,1006,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,26,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
123,610,14400,!!TASK_PATRICK_WALK_EGYPTIAN,2,-1,n/a,-1,14400,65,-1,-1,14,n/a,1,1,1,-1,-1,-1,-1,-1,0,26,-1,walk,n/a,idle_mummy_dance,n/a,5,8,wander,25,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
124,617,3600,!!TASK_PATRICK_STUDY_EARTH_DIET,2,-1,building,1018,3600,40,-1,-1,10,n/a,1,1,1,-1,-1,-1,-1,-1,0,24,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
125,618,7200,!!TASK_PATRICK_INSPECT_SPACECRAFT,2,-1,building,22000,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,24,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
126,619,21600,!!TASK_PATRICK_COME_IN_PEACE,2,-1,building,-1,21600,70,-1,-1,18,n/a,1,1,1,-1,-1,-1,-1,-1,0,24,-1,walk_martian_raygun,n/a,idle_martian_raygun,n/a,5,8,wander,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
127,620,43200,!!TASK_PATRICK_MARTIAN_CONVENTION,2,-1,building,21000,43200,90,-1,-1,28,n/a,1,1,1,-1,-1,-1,-1,-1,0,24,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
128,864,14400,!!TASK_ALL_SNOWBALL_FIGHT,2,-1,n/a,-1,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,3,10,wander,20,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
129,890,14400,!!TASK_ALL_SNOWBALL_FIGHT_WEEK_2,2,-1,n/a,-1,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,3,10,wander,20,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
130,891,14400,!!TASK_ALL_SNOWBALL_FIGHT_WEEK_3,2,-1,n/a,-1,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,3,10,wander,20,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
131,892,14400,!!TASK_ALL_SNOWBALL_FIGHT_WEEK_4,2,-1,n/a,-1,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,3,10,wander,20,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
132,893,14400,!!TASK_ALL_SNOWBALL_FIGHT_WEEK_5,2,-1,n/a,-1,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,3,10,wander,20,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
133,642,14400,!!TASK_ALL_FESTIVE_FLORAL,2,-1,building,1102,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
134,643,7200,!!TASK_ALL_MORE_BAKED_GOODS,2,-1,building,1024,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
135,644,21600,!!TASK_ALL_SHAKE_PRESENTS,2,-1,building,1017,21600,70,-1,-1,18,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
136,645,7200,!!TASK_ALL_SING_OLD_FOLKS,2,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
137,646,14400,!!TASK_ALL_MISTLETOE_WAIT,2,-1,building,1017,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
138,647,7200,!!TASK_ALL_XMAS_DONUTS_POLICE,2,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
139,648,7200,!!TASK_ALL_KNIT_FIN_MITTENS,2,-1,building,1002,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
140,627,600,!!TASK_PATRICK_BRING_TREATS_PLANKTON,2,-1,building,23000,600,15,-1,-1,6,n/a,36,0,1,-1,-1,-1,3836,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
141,628,7200,!!TASK_PATRICK_SNOWBALL_SB,2,-1,building,1015,7200,50,-1,-1,11,n/a,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,-1,10,stand,40,default,-50,70,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
142,629,7200,!!TASK_PATRICK_SNOWBALL_SQUIDWARD,2,-1,building,1016,7200,50,-1,-1,11,n/a,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,-1,10,stand,40,default,-50,70,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
143,206,14400,!!TASK_PATRICK_MAKE_BB_COSTUME,2,-1,building,1017,14400,65,-1,-1,14,n/a,1,0,1,-1,-1,-1,2606,-1,0,6,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
144,204,3600,!!TASK_PATRICK_EXTINGUISH_BAKERY,2,-1,building,1024,3600,40,-1,-1,10,n/a,1,0,1,-1,-1,-1,2608,-1,0,6,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
145,208,28800,!!TASK_PATRICK_PROCESS_PAPERWORK,2,-1,building,1004,28800,80,-1,-1,22,n/a,1,0,1,-1,-1,-1,2612,-1,0,6,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
146,205,7200,!!TASK_PATRICK_DELIVER_FORMS,2,-1,building,1007,7200,50,-1,-1,11,n/a,1,0,1,-1,-1,-1,2614,-1,0,6,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
147,210,7200,!!TASK_PATRICK_FANCY_KETCHUP,2,-1,building,1007,7200,50,-1,-1,11,n/a,1,0,1,-1,-1,-1,2622,-1,0,7,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
148,211,14400,!!TASK_PATRICK_THINK_FANCY,2,-1,n/a,-1,14400,65,-1,-1,14,n/a,1,0,1,-1,-1,-1,2624,-1,0,7,-1,walk,n/a,idle_idea,n/a,-1,8,wander,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
149,209,7200,!!TASK_PATRICK_HIDE_THEATER,2,-1,building,1007,7200,50,-1,-1,11,n/a,1,0,1,-1,-1,-1,2630,-1,0,7,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
150,439,7200,!!TASK_PAT_ENJOY_COCOA,2,-1,building,1017,7200,50,-1,-1,11,n/a,1,1,1,2800,2826,-1,-1,-1,0,12,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
151,447,21600,!!TASK_PATRICK_SPY_CHUM_BUCKET,2,-1,building,1058,21600,70,-1,-1,18,n/a,1,1,1,3004,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
152,231,1200,!!TASK_PATRICK_TAKE_COATS,2,-1,building,1018,1200,18,-1,-1,7,n/a,1,1,0,-1,-1,-1,2712,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
153,335,21600,!!TASK_PAT_MAKE_XMAS_OUTFIT,2,-1,building,1017,21600,70,-1,-1,18,n/a,1,0,1,-1,-1,-1,2804,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
154,338,14400,!!TASK_PAT_SPREAD SPIRIT,2,-1,n/a,-1,14400,65,-1,-1,14,n/a,1,0,1,-1,-1,-1,2816,-1,0,-1,-1,walk,n/a,idle_tree_dance,n/a,3,5,wander,30,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
155,331,86400,!!TASK_PAT_FIND_DECOS_BASEMENT,2,-1,building,1017,86400,120,-1,-1,30,n/a,1,0,1,-1,-1,-1,2818,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
156,330,14400,!!TASK_PAT_SPREAD SPIRIT,2,-1,n/a,-1,14400,65,-1,-1,14,n/a,1,0,1,-1,-1,-1,2850,-1,0,-1,-1,walk,n/a,idle_tree_dance,n/a,3,5,wander,30,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
157,235,1800,!!TASK_ALL_WATCH_MM_EPISODE,2,-1,building,1017,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,6,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
158,461,7200,!!TASK_ALL_VDAY_MAKE_IBEAMS,2,-1,building,20624,7200,-1,57,50,11,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
159,236,7200,!!TASK_ALL_FANCY_FEAST_KK,2,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,6,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
