i:id,i:Paytable Trigger DID,s:Paytable Trigger Type,s:Paytable Trigger Name,i:Paytable DID,s:Paytable Name,i:One Time Reward,i:Number of Reward Sets,s:Number of Rewards per Set,f:Set Odds 1,s:Set Type 1,i:Set 1 Reward DID 1,i:Set 1 Reward DID 2,i:Set 1 Reward DID 3,i:Set 1 Reward DID 4,i:Set 1 Reward DID 5,i:Set 1 Reward DID 6,i:Set 1 Reward DID 7,i:Set 1 Reward DID 8,i:Set 1 Reward DID 9,i:Set 1 Reward DID 10,i:Set 1 Reward DID 11,f:Set 1 Reward Odds 1,f:Set 1 Reward Odds 2,f:Set 1 Reward Odds 3,f:Set 1 Reward Odds 4,f:Set 1 Reward Odds 5,f:Set 1 Reward Odds 6,f:Set 1 Reward Odds 7,f:Set 1 Reward Odds 8,f:Set 1 Reward Odds 9,f:Set 1 Reward Odds 10,f:Set 1 Reward Odds 11,i:Set 1 Reward Amount 1,i:Set 1 Reward Amount 2,i:Set 1 Reward Amount 3,i:Set 1 Reward Amount 4,i:Set 1 Reward Amount 5,i:Set 1 Reward Amount 6,i:Set 1 Reward Amount 7,i:Set 1 Reward Amount 8,i:Set 1 Reward Amount 9,i:Set 1 Reward Amount 10,i:Set 1 Reward Amount 11,f:Set Odds 2,s:Set Type 2,i:Set 2 Reward DID 1,i:Set 2 Reward DID 2,i:Set 2 Reward DID 3,i:Set 2 Reward DID 4,f:Set 2 Reward Odds 1,f:Set 2 Reward Odds 2,f:Set 2 Reward Odds 3,f:Set 2 Reward Odds 4,i:Set 2 Reward Amount 1,i:Set 2 Reward Amount 2,i:Set 2 Reward Amount 3,i:Set 2 Reward Amount 4,f:Set Odds 3,s:Set Type 3,i:Set 3 Reward DID 1,i:Set 3 Reward DID 2,i:Set 3 Reward DID 3,i:Set 3 Reward DID 4,f:Set 3 Reward Odds 1,f:Set 3 Reward Odds 2,f:Set 3 Reward Odds 3,f:Set 3 Reward Odds 4,i:Set 3 Reward Amount 1,i:Set 3 Reward Amount 2,i:Set 3 Reward Amount 3,i:Set 3 Reward Amount 4
53,50002,wish,!!SHAKE_CORAL_CRUSH,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,50003,wish,!!SHAKE_FRUTIY_BREEZE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55,50004,wish,!!SHAKE_SALTY_BANANA,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,50005,wish,!!SHAKE_STRAWBERRY_RIPTIDE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
57,50006,wish,!!SHAKE_TARTBERRY_TWIST,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,50007,wish,!!SHAKE_VANILLA_BLAST,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
59,60000,wish,!!FLOWERCORAL_BRANCHCORAL,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
60,60001,wish,!!FLOWERCORAL_CUPCORAL,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,60002,wish,!!FLOWERCORAL_FLOWER,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
62,60003,wish,!!FLOWERCORAL_STINKYSEAROSE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
63,60004,wish,!!FLOWERCORAL_TUBECORAL,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,60014,wish,!!BOUQUET_FLOWERCORAL_FRIENDLYFLOWER,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65,60015,wish,!!BOUQUET_FLOWERCORAL_CUPN2FLOWERS,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
66,60016,wish,!!BOUQUET_FLOWERCORAL_BUNCHOBRANCHES,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
67,60017,wish,!!BOUQUET_FLOWERCORAL_CUPCORALTREE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
68,60018,wish,!!BOUQUET_FLOWERCORAL_CORALPARADISE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
69,70000,wish,!!PERFUME_4OFCUPS,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
70,70001,wish,!!PERFUME_CAPSIZEFORHER,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
71,70002,wish,!!PERFUME_CAPSIZEFORHIM,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
72,70003,wish,!!PERFUME_CHUMODERANT,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
73,70004,wish,!!PERFUME_CHUMSNIFF,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
74,70005,wish,!!PERFUME_CORALBREEZE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75,70006,wish,!!PERFUME_FISHERMANSFLOWERS,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
76,70007,wish,!!PERFUME_LAMPREYAWAY,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
77,70008,wish,!!PERFUME_SCENTOSAILOR,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,70009,wish,!!PERFUME_SEASHANTY,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
79,70010,wish,!!PERFUME_THATSSOCORAL,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,70011,wish,!!PERFUME_THEDUMP,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,80000,wish,!!FOOD_BAKED_BANANABANANABREAD,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,80001,wish,!!FOOD_BAKED_CHERRIESGARY,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,80002,wish,!!FOOD_BAKED_COCONUTCOBBLER,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
84,80003,wish,!!FOOD_BAKED_CORALCRUMBLE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
85,80004,wish,!!FOOD_BAKED_DUTCHMANSDUTCHAPPLEPIE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
86,80005,wish,!!FOOD_BAKED_EVERYVILLAINISLEMONBAR,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
87,80006,wish,!!FOOD_BAKED_FERRYCHERRYCHEESECAKE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
88,80007,wish,!!FOOD_BAKED_KELPYCRUST,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89,80008,wish,!!FOOD_BAKED_LIFESABEACHPEACHCOBBLER,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
90,80009,wish,!!FOOD_BAKED_MAROONEDMACAROONS,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
91,80010,wish,!!FOOD_BAKED_MERINGUELEMANRAY,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
92,80011,wish,!!FOOD_BAKED_PUFFERPASTRYTART,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
93,80012,wish,!!FOOD_BAKED_SANDYSTEXASTWOBERRYTART,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
94,80013,wish,!!FOOD_BAKED_SEALIMEPIE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
95,80014,wish,!!FOOD_BAKED_SHELDONSSTRAWBERRYSHORTCAKE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
96,80015,wish,!!FOOD_BAKED_SPONGECAKESQUAREBAKE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
97,80016,wish,!!FOOD_BAKED_THEAPPLEFANCYSON,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
98,9201,wish,!!FOOD_CHOCOLATES,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
99,9202,wish,!!FOOD_POPCORN,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100,9203,wish,!!FOOD_TRUFFLES,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101,9204,wish,!!FOOD_COTTON_CANDY,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102,9205,wish,!!FOOD_CANDY_HEART_ON_STICK,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103,9302,wish,!!FOOD_CANNED_MILK,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104,9303,wish,!!FOOD_CANNED_BREAD,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105,9304,wish,!!FOOD_SQUIDFLAKES,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106,9101,wish,!!FOOD_SNICKERDOODLE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
107,9124,wish,!!FOOD_CANDY_CANE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
108,9103,wish,!!FOOD_PEANUT_BRITTLE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
109,9126,wish,!!FOOD_FUDGE,1,base,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,1,2,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
